piano_tariff,metodo_pagamento,sesso,etacl,zona_attivaz,canale_attivaz,vas1,vas2,q01_out_ch_peak,q01_out_dur_peak,q01_out_val_peak,q01_out_dur_offpeak,q01_out_val_offpeak,q01_in_ch_tot,q01_in_dur_tot,q01_ch_sms,q09_out_ch_peak,q09_out_dur_peak,q09_out_val_peak,q09_out_dur_offpeak,q09_out_val_offpeak,q09_in_ch_tot,q09_in_dur_tot,q09_ch_sms,test
8,2,2,20.16,4,9,2,1,0,0,0,0,0,0,0,0,173,43893,61.7042,0,0,12,1333,0,0
7,3,1,48.55,1,7,1,1,188,16197.789,95.3457,8287,26.8857,195,22477,0,304,35723,152.5944,0,0,293,35612,0,0
7,3,1,36.06,3,5,1,1,413,80197,376.4769,14312,39.7099,167,19560,0,594,88943,400.0702,3075,9.3618,436,39493,0,0
7,2,1,28.95,2,5,1,1,77,8632,49.7524,1955,6.826,69,7432,0,150,19931,83.1227,0,0,89,10519,0,0
8,2,3,23.21,3,5,1,1,0,0,0,0,0,0,0,0,3,391,2.3132,0,0,3,446,0,0
7,3,3,17.27,3,5,1,1,0,0,0,0,0,0,0,0,30,1129,6.937,0,0,18,295,0,0
7,2,3,21.8,1,9,1,2,0,0,0,0,0,0,0,0,405,48252,165.3674,0,0,201,22548,15,0
6,2,1,34.42,1,5,2,1,0,0,0,0,0,0,0,0,245,43247,172.0617,0,0,176,34209,0,0
4,3,1,34.52,3,5,2,1,249,34450.1103,171.7116,881,3.6849,171,18464,0,208,25671,128.9836,104,0.5743,72,8410,0,0
7,2,2,27.6,2,5,1,1,0,0,0,0,0,0,0,0,93,39228,184.1303,0,0,21,1669,0,0
8,2,3,45.67,3,5,1,2,101,15253,88.2346,0,0,54,4344,0,174,25502,148.6254,0,0,231,29104,9,0
8,3,1,25.04,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,45.44,3,5,1,1,35,8304.91972,23.4941,0,0,4,139,0,77,6447,39.3168,0,0,7,336,0,0
8,2,3,33.47,1,5,1,1,19,1362,8.5887,0,0,95,8626,0,15,1864,10.6184,0,0,34,1901,0,0
8,1,3,22.81,3,5,1,1,0,0,0,0,0,0,0,0,141,8932,60.3268,0,0,179,13151,0,0
8,3,3,38.88,3,5,1,1,41,5687,42.9496,3882,11.3615,62,6507,0,69,12099,69.1128,0,0,59,6347,0,0
6,2,1,42.95,2,5,1,1,89,22408,102.0261,0,0,26,1550,0,72,14719,57.4563,0,0,29,3469,0,0
8,3,1,26.95,2,5,1,1,61.7666638,2924,18.5961,0,0,45,1931,0,29,1876,12.6067,0,0,33,1917,0,0
6,3,1,50.52,1,5,2,1,207,18265,83.4419,0,0,110,8697,20,251,27602,112.1311,0,0,106,11941,10,0
6,3,1,46.72,2,7,1,1,130,22291.2889,69.999,0,0,166,19541,0,184,22619,95.7707,0,0,101,10131,0,0
7,1,1,36.49,1,7,1,1,92.4921302,15847,89.2066,1962,6.3287,434,52054,0,104,14344,59.4881,0,0,286,37552,0,0
7,2,1,35.9,1,5,2,1,45,3514,17.3214,1737,4.6202,80,11073,4,61,7673,29.8972,0,0,52,7954,1,0
7,2,1,24.52,3,3,1,1,0,0,0,0,0,0,0,0,197,16037,74.8449,0,0,200,20114,1,0
6,2,1,33.14,4,5,1,1,176,19010,82.7777,0,0,69,8568,0,255,23698,106.6649,0,0,126,11324,0,0
7,3,1,15.47,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,26.16,1,3,2,1,0,0,0,0,0,0,0,0,97,5600,38.5891,0,0,40,1308,0,0
7,2,3,23.93,4,5,2,1,0,0,0,0,0,0,0,0,1086,102599,391.6897,0,0,250,16582,578,0
4,1,1,43.44,3,5,2,1,216,21435,113.4501,14958,49.2664,332,13459,0,271,40475,200.361,29246,86.192,406,29328,0,0
7,1,1,36.55,1,5,1,1,95.3023961,6342,28.7842,0,0,96,11531,0,218,29239,121.8823,0,0,109,8088,0,0
7,2,3,34.75,2,5,2,1,63.0795668,8133,38.9915,1065,5.0814,232,18636,0,141,15152,51.6421,0,0,174,19068,2,0
7,3,3,22.78,2,5,1,1,0,0,0,0,0,0,0,0,432,34772,162.685,0,0,198,17527,0,0
8,1,3,29.04,4,5,2,1,42,5052.38744,19.9358,773,2.8932,51,4423,0,92,13813,76.0178,0,0,58,6703,0,0
8,2,3,50.42,1,5,2,1,0,0,0,0,0,0,0,0,90,13488,54.7826,0,0,28,1965,85,0
7,2,1,28.72,2,5,2,1,0,0,0,0,0,0,0,0,233,22977,63.5593,0,0,75,6073,0,0
8,2,3,16.85,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1,17.63,3,5,2,1,0,0,0,0,0,0,0,0,20,915,6.1639,0,0,12,185,0,0
8,3,1,36.39,2,5,2,1,56,5058.64183,29.6457,423,1.9011,42,3235,0,90,6202,40.9013,0,0,42,3035,0,0
7,3,1,40.72,3,5,1,1,134,10029,56.3744,657,2.3927,116,12470,0,227,16512,81.5207,83,0.4173,157,16597,0,0
8,3,3,23.63,1,7,1,2,0,0,0,0,0,0,0,0,11,1173,7.0372,484,0.8434,31,2641,0,0
6,2,1,33.54,3,5,1,1,27,1572,8.0283,0,0,99,22169,0,71,5995,27.6036,0,0,157,37217,0,0
8,3,1,19.8,2,5,1,1,0,0,0,0,0,0,0,0,19,1676,10.5502,0,0,11,1218,4,0
7,3,1,43.44,3,5,1,2,603.720278,63518,295.0746,33113,114.8192,404,56148,13,818,111253,386.1615,0,0,266,46580,57,0
6,2,1,34.45,2,5,1,2,128,15753,66.7588,0,0,128,5803,0,143,16208,73.5378,0,0,38,5069,0,0
6,2,3,31.77,1,5,1,1,89,10880,46.1656,0,0,154,20963,0,168,17703,77.202,0,0,222,28329,0,0
7,2,3,33.47,1,5,1,1,557.394513,57547,280.7021,11,0.2345,294,35580,0,453,46408,204.4963,0,0,315,35853,1,0
6,2,1,28.95,2,5,1,1,53,5672,25.8363,0,0,46,5735,1,39,7645,30.0087,0,0,17,1088,0,0
8,3,1,35.14,1,5,2,1,19,792,5.8158,0,0,143,8470,0,37,3181,18.2098,283,0.9255,158,15170,0,0
6,2,1,33.63,3,5,1,1,116.287822,6339,29.702,0,0,80,2856,0,51,3861,18.389,0,0,75,4104,0,0
7,2,3,23.47,4,3,1,1,0,0,0,0,0,0,0,0,75,23196,86.5742,0,0,66,4812,0,0
7,2,1,34.88,4,5,1,1,73,2885,17.6711,0,0,50,2947,4,333,22061,109.367,0,0,151,5898,14,0
7,1,1,44.13,2,5,1,1,71,9136,45.9755,4102,9.6082,30,7382,0,140,20352,99.9169,0,0,150,30290,0,0
7,3,1,21.54,2,5,2,1,0,0,0,0,0,0,0,0,357,30942,141.7184,0,0,211,9709,28,0
3,2,1,37.4,3,5,1,1,46.717523,1459,9.2673,1429,5.5932,19,1397,0,26,2848,16.5406,1661,5.9764,14,743,0,0
6,3,1,28.75,2,5,1,1,121,15585,65.4599,0,0,59,6385,0,58,15500,58.6654,0,0,32,3301,0,0
8,2,3,25.11,1,5,1,1,25,1423,9.8731,0,0,46,4097,0,84,6415,41.44,0,0,87,6490,0,0
8,2,1,41.63,1,5,2,1,10,353,2.1567,69,0.4855,5,698,0,23,1276,7.3197,0,0,7,681,0,0
6,1,3,47.6,2,5,2,1,0,0,0,0,0,0,0,0,236,25777,108.6796,0,0,87,8362,24,0
7,2,1,27.6,3,5,1,1,34,3685,16.0344,0,0,16,4068,0,16,814,4.316,0,0,38,5539,0,0
7,3,1,42.72,2,7,2,1,147,13786,107.6575,74,0.9296,20,2151,0,183,21494,91.8415,0,0,37,3320,0,0
7,3,3,44.42,3,5,1,1,332,24097,184.8435,0,0,168,11017,46,388,35056,164.9579,0,0,208,22278,8,0
8,2,3,18.81,4,9,1,1,0,0,0,0,0,0,0,0,70,7770,47.0384,0,0,69,8431,0,0
7,2,1,19.8,3,5,1,2,0,0,0,0,0,0,0,0,252,35944,145.2308,0,0,240,26912,0,0
7,1,1,41.4,2,5,1,1,72,16496,79.0892,4064,11.5836,315,12801,0,78,17643,68.0138,0,0,156,8497,0,0
7,2,3,26.62,4,9,1,1,35,3191,14.4582,0,0,19,1059,0,185,41706,162.7815,0,0,163,42837,0,0
8,2,3,31.08,4,5,2,1,36,2504,21.6912,1152,4.3382,26,1097,0,41,3359,32.8642,4961,12.1336,68,5148,10,0
7,2,1,28.45,1,5,1,2,245,28946,123.4632,0,0,84,5939,0,308,29417,131.5751,0,0,130,14456,0,0
7,1,1,21.01,4,5,2,1,0,0,0,0,0,0,0,0,433,75946,256.9043,0,0,262,56619,0,0
8,2,3,24.22,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,38.09,2,5,2,1,289,28257,141.2825,1759,6.6385,327,21928,1,449,46938,190.8525,0,0,321,31345,1,0
7,2,1,20,3,5,2,1,0,0,0,0,0,0,0,0,170,10919,51.9695,0,0,132,11096,0,0
8,2,2,22.59,4,9,1,1,0,0,0,0,0,0,0,0,64,3791,26.0325,0,0,11,555,0,0
8,1,1,20.78,1,5,1,1,0,0,0,0,0,0,0,0,111,11230,68.1723,0,0,69,8956,0,0
8,2,3,29.11,1,5,1,2,26,6252.11656,17.8689,576,2.0834,18,1274,0,15,1481,8.7539,50,0.2303,15,1228,0,0
7,3,1,35.77,1,5,2,1,199.284571,24372,123.7704,0,0,209,21986,4,342,41836,253.9997,0,0,237,31333,14,0
7,3,1,29.86,2,6,1,1,36,4450,18.8409,0,0,14,961,0,49,6719,73.0234,0,0,16,1012,0,0
8,3,1,27.44,2,5,1,1,0,0,0,0,0,0,0,0,55,5126,31.9434,0,0,48,2554,2,0
3,1,1,45.11,1,5,1,1,12,656,4.4307,0,0,39,2137,0,45,4097,24.5802,117,0.4008,41,3234,0,0
7,3,1,38.09,1,5,1,1,115,17974,119.9538,2406,9.0251,387,22153,0,360,49394,205.3872,0,0,431,53521,0,0
8,2,3,16.81,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,21.67,3,5,1,1,0,0,0,0,0,0,0,0,71,6541,40.8476,0,0,114,17520,0,0
8,1,1,41.08,1,5,1,1,36,4292,24.5999,12140,32.9928,29,3769,0,28,1557,10.6695,141,0.6683,33,2942,0,0
7,3,1,43.44,2,5,1,1,62,3308,22.501,539,2.0927,52,2341,0,64,2491,15.0743,0,0,96,4721,0,0
7,1,3,25.47,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,49.57,1,5,1,1,32,1129,8.7978,394,2.0343,12,543,0,10,374,2.8529,147,0.8899,7,1629,0,0
8,2,1,25.6,1,5,1,1,57,4370,31.9181,0,0,73,4552,0,147,11254,72.8385,0,0,131,8464,0,0
8,1,3,47.83,2,5,1,1,12,1798,10.3477,0,0,4,401,0,6,252,1.9104,0,0,4,146,1,0
8,2,1,24.09,4,5,1,1,0,0,0,0,0,0,0,0,115,6160,43.3359,0,0,26,1045,0,0
8,2,2,19.47,2,9,1,1,0,0,0,0,0,0,0,0,52,3745,24.3504,0,0,51,3569,16,0
8,3,3,27.4,1,5,1,1,0,0,0,0,0,0,0,0,24,2414,14.845,0,0,27,1351,2,0
8,2,2,22,4,9,1,1,0,0,0,0,0,0,0,0,36,2320,15.6037,0,0,52,4998,0,0
4,2,1,32.65,3,5,2,1,84,15422,74.3899,4207,13.1676,75,7830,0,183,38230,154.7682,5913,12.097,99,17713,0,0
7,2,3,51.96,3,5,1,1,0,0,0,0,0,0,0,0,466,46197,205.0241,0,0,577,50359,0,0
8,2,3,17.7,4,9,1,1,0,0,0,0,0,0,0,0,5,392,2.5244,0,0,17,1548,0,0
7,1,1,44.26,2,5,1,1,180,20122,88.4154,0,0,21,795,0,91,7651,35.4005,0,0,8,280,0,0
7,2,1,43.44,3,5,1,1,122,12540,73.5063,2313,9.8039,32,2413,0,190,19910,87.2869,0,0,60,7679,0,0
7,3,1,42.95,2,5,2,1,69.5562346,15103,114.9003,10658,37.7014,173,17819,0,147,15619,65.5818,0,0,172,18300,0,0
4,3,3,28.65,4,5,1,1,373,40168,209.7006,8965,32.592,275,22405,0,369,40436,210.2202,6330,23.9378,222,19778,0,0
7,3,1,29.11,2,3,1,2,0,0,0,0,0,0,0,0,492,116899,447.8688,0,0,374,64205,0,0
7,2,3,20.81,1,5,1,1,0,0,0,0,0,0,0,0,144,23364,94.2699,0,0,32,3010,0,0
7,3,1,23.04,1,5,2,1,0,0,0,0,0,0,0,0,172,40931,156.864,0,0,15,3754,0,0
7,2,1,24.59,2,5,1,1,0,0,0,0,0,0,0,0,66,5878,26.7902,0,0,109,7525,0,0
7,1,1,20.16,2,5,1,1,0,0,0,0,0,0,0,0,473,47387,209.8922,0,0,365,30549,0,0
8,3,1,22.78,2,5,1,1,0,0,0,0,0,0,0,0,50,4666,28.9676,0,0,13,655,1,0
7,2,3,23.4,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,3,19.04,2,5,1,1,0,0,0,0,0,0,0,0,28,2563,11.6022,0,0,4,1317,0,0
7,3,1,20.16,3,5,1,1,0,0,0,0,0,0,0,0,124,15740,66.1943,0,0,88,5146,0,0
8,3,1,46.09,1,5,1,2,-4.6479433,2347,13.1743,4792,14.5517,39,2779,0,57,5703,35.1072,0,0,40,2024,1,0
8,2,3,24.98,2,5,2,1,35,5789,33.2722,0,0,28,6724,0,693,121487,366.6023,0,0,212,33597,98,0
8,2,3,19.93,2,9,1,1,0,0,0,0,0,0,0,0,9,930,5.6939,0,0,7,578,0,0
8,2,2,24.59,3,5,1,1,0,0,0,0,0,0,0,0,1,7,0.1389,0,0,0,0,0,0
8,3,3,45.11,1,5,1,1,4,356,2.1454,539,5.9801,23,812,0,46,5676,82.7307,0,0,28,2080,0,0
8,3,1,29.11,1,5,2,1,19,759,5.9801,198,0.9162,128,10963,0,13,503,3.9194,0,0,74,6492,0,0
7,3,1,48.52,3,7,2,1,414,97179,372.5978,0,0,229,37670,16,299,56603,161.5865,0,0,69,16274,0,0
7,1,1,39.6,2,5,1,1,263,32446,137.3233,0,0,1575,39698,0,277,40234,164.9279,0,0,213,29096,0,0
7,3,1,42.72,1,3,1,1,450,61667,256.4963,0,0,185,20426,0,400,51976,212.396,0,0,143,17898,32,0
8,3,1,39.08,2,5,1,1,144,18070,107.3476,0,0,60,5171,0,201,17643,111.1498,0,0,58,8224,0,0
7,2,1,22.49,3,3,2,1,0,0,0,0,0,0,0,0,364,57847,269.2403,0,0,405,35987,0,0
7,2,1,19.5,2,5,1,1,0,0,0,0,0,0,0,0,386,43665,188.043,0,0,148,18339,0,0
7,1,3,44.95,2,5,1,1,70,5505.6604,32.4474,2471,8.9636,136,19473,0,82,9191,39.7026,0,0,128,12865,0,0
7,2,1,23.67,2,5,1,1,0,0,0,0,0,0,0,0,103,15225,88.5362,0,0,55,4781,0,0
7,2,3,30.98,1,7,1,1,129,31574,166.829,2114,6.8183,29,2298,0,291,54810,216.32,0,0,34,5343,0,0
8,2,1,23.01,3,5,1,1,0,0,0,0,0,0,0,0,102,8964,56.4611,0,0,140,15975,2,0
6,2,1,51.93,1,5,1,1,262,35926,149.1497,0,0,235,38267,0,103,12910,54.511,0,0,165,24015,1,0
7,1,1,45.18,3,5,1,1,0,0,0,0,0,0,0,0,187,20272,88.2077,0,0,174,16181,0,0
7,2,1,24.42,3,3,2,1,0,0,0,0,0,0,0,0,544,61334,256.3609,0,0,166,20911,5,0
3,2,3,29.73,3,8,1,1,1,18,0.1911,0,0,8,75,0,1,174,0.9498,399,1.2204,5,317,0,0
7,2,1,19.01,3,5,2,1,0,0,0,0,0,0,0,0,198,19532,82.5908,0,0,50,3246,0,0
8,2,3,14.98,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,19.01,3,5,2,1,0,0,0,0,0,0,0,0,147,12481,53.2477,0,0,95,7518,4,0
7,1,3,28.95,3,5,1,1,74,6656,36.2553,1306,5.9005,192,28803,0,309,31335,138.4053,0,0,273,44906,0,0
3,3,1,43.11,1,5,1,1,128.036315,4596,31.6552,2015,7.8057,150,4727,0,44,3367,20.9263,1765,6.5502,76,2948,0,0
8,3,2,15.24,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,3,23.14,2,9,1,1,0,0,0,0,0,0,0,0,95,8881,39.9939,0,0,148,18439,0,0
6,3,1,29.6,1,5,1,1,144.787941,7762,37.9462,0,0,14,698,0,108,8144,38.8334,0,0,7,310,0,0
8,2,2,19.93,2,9,1,1,0,0,0,0,0,0,0,0,12,297,2.761,0,0,22,1713,0,0
7,3,2,35.9,1,5,1,1,56,31158,157.3701,5808,15.4813,7,155,0,85,84796,296.9405,0,0,46,7632,0,0
7,2,1,31.77,3,5,2,1,189,34660,137.3088,0,0,143,10298,0,238,42741,121.4991,0,0,178,29776,10,0
7,3,3,35.67,1,5,1,1,21,704,11.8331,3358,9.8437,99,7393,5,93,8199,37.4715,0,0,107,7421,3,0
8,1,1,28.45,1,5,1,1,183,10512,109.6624,0,0,162,8003,10,0,0,0,0,0,0,0,0,0
7,2,3,23.93,4,5,2,1,0,0,0,0,0,0,0,0,744,60939,283.7337,0,0,140,18823,8,0
7,2,3,43.14,2,5,1,1,195,12171,81.1194,1803,7.9901,453,36652,0,469,42468,192.656,0,0,623,54717,0,0
8,3,1,38.09,2,5,1,1,38,7679.79916,20.1005,2361,7.7551,27,1296,0,40,4101,25.1432,0,0,6,831,0,0
6,2,3,29.67,1,5,1,1,0,0,0,0,0,0,0,0,134,10983,51.1623,0,0,75,4464,0,0
7,2,1,19.8,2,5,1,2,0,0,0,0,0,0,0,0,113,7018,35.5229,0,0,84,4577,0,0
7,2,3,36.55,2,5,1,1,66,4235,27.4208,1439,5.8262,499,31661,0,65,8392,35.2327,0,0,117,11855,0,0
7,3,1,43.93,1,3,1,1,68,10436.3678,38.3474,32,0.1844,29,1581,0,150,15857,82.1957,267,1.0918,37,4193,0,0
7,3,1,47.73,1,5,1,1,107,16393,66.7593,0,0,88,9168,0,275,41366,168.9821,0,0,185,20365,0,0
8,3,1,22.49,1,5,1,1,0,0,0,0,0,0,0,0,83,10979,64.8215,0,0,91,9463,0,0
7,3,1,44.19,1,5,2,1,0,0,0,0,0,0,0,0,174,15317,69.921,0,0,112,11060,0,0
7,3,3,27.11,3,5,2,1,569,50279,229.6358,0,0,483,29886,0,761,50843,251.1866,0,0,385,23184,0,0
8,2,3,19.96,2,9,1,1,0,0,0,0,0,0,0,0,24,1740,11.3941,0,0,32,1871,1,0
8,2,2,27.96,2,3,1,1,128,42491,230.8092,0,0,177,45244,6,61,19762,73.3544,0,0,72,25617,0,0
7,3,1,49.96,4,7,2,1,0,0,0,0,0,0,0,0,453,39966,170.5707,0,0,188,19102,1,0
7,3,1,21.67,2,5,1,1,0,0,0,0,0,0,0,0,381,60172,243.8389,0,0,57,5090,0,0
8,1,2,34.55,1,5,1,1,0,0,0,0,0,0,0,0,170,33558,189.4865,0,0,207,39900,0,0
7,2,1,34.65,1,5,1,1,0,0,0,0,0,0,0,0,195,25534,100.4586,0,0,176,17657,11,0
8,3,3,23.63,1,7,2,1,0,0,0,0,0,0,0,0,11,1173,7.0372,484,0.8434,31,2641,0,0
7,1,1,36.26,1,5,1,1,133.449028,8232,50.1769,13073,36.6731,269,33877,24,184,31048,123.2488,0,0,243,27370,29,0
8,2,1,44.03,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,35.47,3,5,2,1,53,2854,19.2566,1266,6.1097,97,7240,44,18,717,5.3464,357,2.1469,43,1752,27,0
7,2,1,19.24,2,5,1,1,0,0,0,0,0,0,0,0,552,87251,352.6972,0,0,331,36654,20,0
7,2,1,26.95,3,5,2,1,261,28778,124.6515,0,0,167,25741,0,379,47217,199.5006,0,0,182,25113,0,0
7,2,3,18.49,2,5,1,1,0,0,0,0,0,0,0,0,268,23953,106.9902,0,0,445,36425,0,0
7,3,1,36.55,2,5,2,1,63,6052,35.9506,1614,7.405,53,1665,0,191,11160,57.3463,0,0,46,3213,0,0
3,1,1,30.75,3,8,1,1,0,0,0,0,0,0,0,0,493,47681,282.9492,18,0.3558,3,16,0,0
8,3,1,25.34,1,5,1,1,0,0,0,0,0,0,0,0,25,5475,30.6326,0,0,11,209,0,0
7,2,3,27.6,3,5,2,1,178,25349,104.5319,0,0,107,11238,29,204,22181,78.5939,0,0,123,13854,48,0
7,3,1,42.72,2,7,2,1,160,18296,113.5931,1500,6.8513,64,6122,0,195,16166,73.9768,0,0,68,5049,9,0
7,3,1,28.95,1,5,1,1,1119,154426,675.0696,0,0,889,67687,12,25,2815,12.1486,0,0,49,3946,0,0
7,1,1,44.13,3,7,2,1,198,11814,70.7995,1787,7.5361,380,11139,0,313,23846,79.507,0,0,176,11260,0,0
7,2,2,34.98,2,5,1,1,62,4150,63.3724,1897,4.5278,96,13771,0,13,869,4.2959,0,0,100,31743,0,0
7,3,3,28.13,2,5,2,1,0,0,0,0,0,99,1142,0,268,43724,176.2683,0,0,323,56848,224,0
7,3,1,18,2,5,2,1,0,0,0,0,0,0,0,0,324,70343,271.1048,0,0,143,36322,9,0
8,1,3,41.83,4,5,1,1,0,0,0,0,0,0,0,0,329,19327,133.0011,0,0,131,11819,0,0
8,3,3,44.42,3,5,1,1,130,14021,81.64,1582,5.2586,200,23650,0,113,9749,61.4119,0,0,158,17357,0,0
7,2,1,36.06,2,2,1,1,239,25024,136.4081,1446,7.2051,232,20614,5,243,20288,90.1321,0,0,280,30991,3,0
7,3,1,42.49,2,5,2,1,0,0,0,0,0,0,0,0,357,63551,234.9352,0,0,149,17438,0,0
3,1,1,49.96,2,5,1,1,56,5449,24.5307,188,0.7215,104,6254,0,65,8544,36.9928,1373,3.2139,132,11664,0,0
7,3,1,35.14,1,7,1,2,385,57176.6926,355.4055,11329,62.6819,80,3004,0,496,70949,303.8838,0,0,174,16860,0,0
8,2,3,22.55,4,9,2,1,0,0,0,0,0,0,0,0,222,32074,187.0467,0,0,190,35000,0,0
7,2,1,28.45,1,5,1,1,89,10986.4399,34.8076,0,0,51,4860,0,83,9172,39.7419,0,0,66,7595,0,0
7,2,1,28.19,3,5,1,1,84,8875,54.9035,0,0,136,10091,0,152,13539,67.3868,0,0,181,12134,0,0
8,3,1,42.09,2,5,1,2,38,2077,14.0296,2195,9.1919,81,6901,25,32,2712,12.9135,0,0,119,11000,5,0
7,1,2,28,1,5,1,1,212,26685,112.5835,0,0,162,15872,0,197,23768,101.0154,0,0,107,7507,0,0
7,3,3,21.67,3,5,1,1,0,0,0,0,0,0,0,0,149,7870,42.1341,0,0,158,7810,0,0
8,2,3,20.75,2,9,1,1,0,0,0,0,0,0,0,0,1,87,0.549,0,0,9,170,0,0
7,3,1,32.03,1,7,1,1,644,30927,171.4141,0,0,384,26265,0,886,50695,262.043,0,0,514,43613,7,0
3,3,3,43.44,3,5,1,1,25.7460935,2161,17.6401,2292,9.9557,137,13909,0,96,6188,39.9681,4596,18.4205,202,17242,0,0
7,1,3,30.62,2,5,1,1,0,0,0,721,1.727,0,0,6,0,0,0,0,0,0,0,0,0
8,1,3,24.42,3,5,1,1,0,0,0,0,0,0,0,0,98,10690,64.8938,0,0,77,8783,8,0
3,2,1,31.8,1,5,2,1,53,5306.1632,15.1725,577,2.0947,36,2996,0,79,6466,34.2509,2587,9.4651,76,5906,12,0
7,3,3,18.65,2,5,1,1,0,0,0,0,0,0,0,0,46,4977,21.5616,0,0,31,2794,0,0
8,2,3,23.93,1,5,2,1,0,0,0,0,0,0,0,0,75,12775,73.198,0,0,92,23324,0,0
8,2,2,17.9,4,9,1,1,0,0,0,0,0,0,0,0,20,996,7.1689,0,0,29,1501,0,0
7,2,1,33.24,4,5,2,1,361.949919,21592,130.9657,3166,16.4094,428,14974,0,509,31567,154.6582,0,0,360,19807,0,0
8,2,1,35.9,1,5,2,1,90,4720,30.3785,1981,7.8228,133,7076,0,164,7502,51.8306,0,0,191,10258,0,0
8,2,2,25.21,1,5,1,1,6,267,1.9878,0,0,15,259,0,6,468,3.0177,0,0,1,6,0,0
7,2,1,37.18,3,5,2,1,0,0,0,0,0,0,0,0,144,24383,97.6315,0,0,189,43761,83,0
7,3,1,27.6,2,5,2,1,274,21718,102.0044,0,0,98,6065,0,174,31375,117.793,0,0,57,7203,0,0
8,3,1,22.26,1,5,1,1,0,0,0,0,0,0,0,0,64,2840,21.1603,0,0,71,3290,0,0
7,2,3,35.18,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,42.72,2,5,2,1,97,21616.5469,78.2618,11508,34.5117,20,1650,0,22,2854,16.6666,0,0,14,1617,0,0
7,2,1,16.78,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,22.68,1,9,1,1,0,0,0,0,0,0,0,0,27,2197,14.0435,0,0,7,266,0,0
7,2,1,20.75,2,9,1,1,0,0,0,0,0,0,0,0,33,1812,15.4658,0,0,81,7156,0,0
8,2,3,17.31,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,3,23.04,2,5,1,1,0,0,0,0,0,0,0,0,58,4031,19.5861,0,0,51,5886,0,0
6,2,1,33.14,4,5,1,1,62,8217,34.3273,0,0,79,8534,0,104,10757,47.3013,0,0,205,22737,0,0
7,1,3,23.67,4,5,1,1,0,0,0,0,0,0,0,0,345,21419,108.0077,0,0,132,8907,0,0
8,1,3,43.57,2,5,1,1,21.7260244,2908,16.6872,1137,4.8547,78,8673,20,177,30217,92.2929,13174,36.0544,98,16523,45,0
7,1,3,22.06,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169,26220,0,0
6,1,1,47.96,2,5,1,1,217,35296.2616,132.3798,0,0,111,3483,0,261,36205,149.9925,0,0,95,7280,0,0
8,2,3,25.44,3,2,1,1,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0
8,3,2,38.91,2,5,1,1,44,889,11.9818,258,3.0987,42,1599,0,115,3250,28.4294,0,0,56,2171,0,0
4,3,1,43.34,1,4,1,1,0,0,0,0,0,0,0,0,96,5393,32.7981,1443,6.7651,91,5331,0,0
8,2,3,24.09,4,5,1,1,0,0,0,0,0,0,0,0,71,4286,29.2898,0,0,94,6151,0,0
7,2,3,21.83,1,2,1,2,0,0,0,0,0,0,0,0,214,18517,81.627,0,0,46,4363,26,0
7,1,1,49.11,2,5,1,1,16,3831,16.4631,10955,23.1533,47,6118,0,66,20541,76.6246,0,0,57,10266,0,0
3,3,3,39.08,1,5,1,1,35,1761,13.0054,1061,5.3799,83,6923,0,54,5144,30.628,1506,5.1703,76,7982,0,0
6,2,1,33.63,1,5,1,1,97,18540,74.6972,0,0,130,29670,0,364,59297,239.1061,0,0,247,60875,0,0
7,1,2,35.63,3,5,2,1,70.9209496,4468,30.4157,3721,15.55,132,3238,0,180,10370,53.351,0,0,74,6538,1,0
7,3,3,49.7,2,5,2,1,842,95293,410.3911,0,0,703,50203,1,749,90479,302.4428,0,0,503,50164,2,0
8,1,3,34.62,2,5,2,1,43,4503,66.2563,9264,28.0291,113,8620,22,73,13210,32.1675,0,0,33,2471,113,0
7,3,3,35.9,4,5,1,1,351,27098,151.735,6233,21.3121,73,14453,0,302,24275,113.6918,0,0,70,10887,0,0
6,3,1,32.62,1,5,1,1,116,17815,74.4974,0,0,133,15574,7,19,1481,6.9975,0,0,100,7570,0,0
8,1,1,48.68,3,5,1,1,49,4564,24.5307,2433,4.9193,40,3065,0,126,12394,76.5121,0,0,95,7970,0,0
